,0,1,2,3
4181,8/26/2020,3-5-3,0-0-9,3-0-4
4182,8/27/2020,6-8-2,6-4-4,7-5-4
4183,8/28/2020,2-3-6,0-1-0,7-7-6
4184,8/29/2020,1-6-2,3-6-3,6-8-3
4185,8/30/2020,1-1-8,1-1-6,8-8-0
4186,8/31/2020,0-9-9,4-5-7,3-8-9
4187,SEPTEMBER,2AM,5PM,9PM
4188,9/1/2020,3-1-1,8-2-5,9-5-5
4189,9/2/2020,9-3-7,8-4-3,6-0-1
4190,9/3/2020,3-5-4,5-2-7,5-2-5
4191,9/4/2020,3-5-9,8-7-0,0-5-1
4192,9/5/2020,0-1-7,7-1-7,6-9-4
4193,9/6/2020,3-0-6,8-3-9,7-8-4
4194,9/7/2020,4-9-2,7-2-5,9-0-2
4195,9/8/2020,5-1-5,3-8-7,1-7-3
4196,9/9/2020,1-0-2,0-1-0,5-6-3
4197,9/10/2020,5-2-2,4-4-0,1-8-4
4198,9/11/2020,4-2-1,0-5-3,9-9-2
4199,9/12/2020,8-1-4,6-9-1,2-8-5
4200,9/13/2020,1-0-1,2-8-2,3-3-1
4201,9/14/2020,3-4-6,2-4-1,6-3-8
4202,9/15/2020,7-4-9,3-6-3,5-2-2
4203,9/16/2020,0-3-9,8-9-1,1-5-1
4204,9/17/2020,5-7-9,0-1-7,5-5-8
4205,9/18/2020,6-6-6,6-3-6,5-0-4
4206,9/19/2020,7-3-7,7-4-2,1-7-6
4207,9/20/2020,0-9-3,4-1-1,1-7-1
4208,9/21/2020,2-7-3,5-2-6,5-6-2
4209,9/22/2020,0-9-6,3-0-0,2-1-8
4210,9/23/2020,2-9-5,8-3-1,0-3-1
4211,9/24/2020,9-8-4,5-3-7,6-3-4
4212,9/25/2020,6-4-9,9-9-7,2-4-5
4213,9/26/2020,4-7-8,1-2-9,9-0-1
4214,9/27/2020,4-4-8,4-2-3,7-3-2
4215,9/28/2020,9-8-8,4-1-7,2-9-0
4216,9/29/2020,1-1-4,6-9-0,2-7-9
4217,9/30/2020,4-7-5,4-0-1,0-2-9
4218,OCTOBER,11AM,4PM,9PM
4219,10/1/2020,3-5-5,3-6-2,5-5-9
4220,10/2/2020,2-0-0,2-7-8,0-8-1
4221,10/3/2020,7-6-4,0-3-8,3-4-9
4222,10/4/2020,0-0-0,8-5-3,3-9-7
4223,10/5/2020,2-1-2,7-0-7,9-7-1
4224,10/6/2020,8-0-0,3-5-5,9-6-2
4225,10/7/2020,5-9-9,0-3-8,5-3-5
4226,10/8/2020,2-3-9,9-6-4,6-5-0
4227,10/9/2020,5-9-0,4-6-4,5-3-1
4228,10/10/2020,8-6-5,6-9-7,9-6-1
4229,10/11/2020,8-6-4,7-3-1,8-5-1
4230,10/12/2020,5-9-0,7-9-3,1-2-8
4231,10/13/2020,9-1-8,5-1-7,7-2-6
4232,10/14/2020,8-0-0,4-8-0,7-2-2
4233,10/15/2020,2-4-9,3-9-9,8-6-3
4234,10/16/2020,9-1-8,4-8-5,3-2-6
4235,10/17/2020,9-8-2,6-8-2,4-3-7
4236,10/18/2020,0-5-7,5-2-7,6-2-5
4237,10/19/2020,7-0-9,6-1-5,5-9-9
4238,10/20/2020,9-3-9,1-5-2,9-2-3
4239,10/21/2020,8-6-8,0-3-9,2-0-4
4240,10/22/2020,8-1-8,8-2-9,4-4-5
4241,10/23/2020,5-1-6,9-3-9,2-7-0
4242,10/24/2020,0-2-3,9-7-0,3-4-3
4243,10/25/2020,5-9-6,2-2-8,8-3-3
4244,10/26/2020,8-9-6,5-5-9,3-0-5
4245,10/27/2020,3-5-7,2-9-9,5-9-0
4246,10/28/2020,5-2-7,0-0-2,5-9-2
4247,10/29/2020,6-6-4,1-6-3,8-3-5
4248,10/30/2020,5-8-7,3-3-5,3-6-2
4249,10/31/2020,7-0-8,5-3-4,6-5-9
4250,NOVEMBER,11AM,4PM,9PM
4251,11/1/2020,9-0-1,1-1-3,7-1-2
4252,11/2/2020,0-8-3,1-5-1,2-9-8
4253,11/3/2020,0-4-8,7-1-9,6-9-7
4254,11/4/2020,6-7-1,3-5-0,6-7-9
4255,11/5/2020,1-5-5,7-4-9,8-0-3
4256,11/6/2020,9-8-2,9-8-1,8-9-5
4257,11/7/2020,4-9-0,1-6-3,9-1-1
4258,11/8/2020,8-2-9,6-6-3,5-4-5
4259,11/9/2020,3-8-5,9-0-1,8-1-0
4260,11/10/2020,1-9-1,4-4-8,1-9-1
4261,11/11/2020,1-7-9,6-6-6,2-2-0
4262,11/12/2020,3-8-5,9-1-1,2-7-6
4263,11/13/2020,1-6-2,8-1-2,3-9-8
4264,11/14/2020,4-6-8,4-8-6,5-2-7
4265,11/15/2020,9-4-2,5-8-3,0-2-7
4266,11/16/2020,1-7-6,5-5-9,1-2-9
4267,11/17/2020,8-4-4,7-2-6,4-5-1
4268,11/18/2020,2-4-8,1-6-8,3-5-4
4269,11/19/2020,5-5-8,0-5-6,4-7-4
4270,11/20/2020,7-0-1,3-0-9,8-1-4
4271,11/21/2020,1-1-4,3-6-7,4-2-7
4272,11/22/2020,0-2-4,4-5-3,8-1-7
4273,11/23/2020,4-7-7,9-2-7,9-9-0
4274,11/24/2020,8-7-7,4-3-9,7-7-1
4275,11/25/2020,0-3-9,7-4-8,8-5-2
4276,11/26/2020,2-6-3,2-0-5,9-4-3
4277,11/27/2020,2-4-2,3-7-6,8-7-7
4278,11/28/2020,1-1-8,8-0-1,7-9-1
4279,11/29/2020,3-6-9,2-2-1,3-9-5
4280,11/30/2020,1-0-7,7-3-1,3-1-6
4281,DECEMBER,11AM,4PM,9PM
4282,12/1/2020,9-9-1,6-4-8,7-2-9
4283,12/2/2020,7-3-3,4-7-1,1-3-2
4284,12/3/2020,0-1-9,2-1-5,6-2-0
4285,12/4/2020,2-6-5,1-8-3,7-9-3
4286,12/5/2020,9-0-5,3-1-1,3-6-5
4287,12/6/2020,3-8-9,6-8-5,5-7-6
4288,12/7/2020,9-9-1,3-5-5,9-1-9
4289,12/8/2020,5-4-0,6-9-5,0-0-3
4290,12/9/2020,6-6-5,2-4-1,6-8-0
4291,12/10/2020,3-2-4,0-6-6,1-8-9
4292,12/11/2020,3-3-9,4-7-6,9-0-3
4293,12/12/2020,2-7-9,9-4-9,0-5-7
4294,12/13/2020,2-2-6,8-2-6,2-1-1
4295,12/14/2020,9-5-1,1-0-2,3-9-1
4296,12/15/2020,1-3-7,0-1-7,6-5-5
4297,12/16/2020,5-1-1,3-5-8,4-6-8
4298,12/17/2020,0-4-9,0-6-9,4-9-4
4299,12/18/2020,7-4-5,7-5-1,8-5-4
4300,12/19/2020,6-3-6,6-5-1,3-4-8
4301,12/20/2020,1-4-6,2-5-9,3-6-0
4302,12/21/2020,8-5-3,7-4-3,2-3-6
4303,12/22/2020,6-7-3,9-0-1,1-5-9
4304,12/23/2020,4-1-8,4-4-3,0-0-3
4305,12/24/2020,5-1-1,3-8-7,8-0-8
4306,12/25/2020,N/D,N/D,N/D
4307,12/26/2020,2-8-3,2-5-8,0-8-6
4308,12/27/2020,9-1-5,7-5-0,7-6-1
4309,12/28/2020,6-3-9,2-4-7,7-9-2
4310,12/29/2020,3-2-8,4-9-3,1-3-1
4311,12/30/2020,3-3-2,2-1-8,7-0-0
4312,12/31/2020,0-3-6,4-3-8,4-6-3
4313,1/1/2021,N/D,N/D,N/D
4314,1/2/2021,1-0-3,3-1-3,0-1-3
4315,1/3/2021,7-4-4,0-6-0,9-0-9
4316,1/4/2021,3-0-1,1-4-6,5-8-9
4317,1/5/2021,0-1-1,0-1-2,8-5-2
4318,1/6/2021,0-5-0,7-8-3,9-4-1
4319,1/7/2021,2-9-4,1-1-4,0-2-0
4320,1/8/2021,9-3-0,9-2-5,1-1-3
4321,1/9/2021,0-3-9,9-0-4,7-3-3
4322,1/10/2021,1-5-7,2-6-7,8-2-4
4323,1/11/2021,3-0-9,1-5-2,6-6-8
4324,1/12/2021,7-5-0,4-4-5,1-0-1
4325,1/13/2021,8-0-6,2-7-5,5-0-8
4326,1/14/2021,2-5-5,9-8-6,9-3-2
4327,1/15/2021,1-5-6,3-6-6,4-9-8
4328,1/16/2021,7-3-0,7-3-9,5-6-3
4329,1/17/2021,6-2-2,0-2-7,2-2-6
4330,1/18/2021,2-1-9,5-1-1,7-6-7
4331,1/19/2021,2-0-8,0-4-5,9-1-3
4332,1/20/2021,6-8-0,0-1-2,9-5-6
4333,1/21/2021,3-9-3,9-4-0,1-0-9
4334,1/22/2021,6-4-4,8-5-4,8-1-0
4335,1/23/2021,5-9-8,1-4-3,5-1-3
4336,1/24/2021,3-9-4,5-5-6,7-1-9
4337,1/25/2021,7-5-7,5-1-7,0-9-3
4338,1/26/2021,4-5-7,0-8-7,2-6-6
4339,1/27/2021,4-6-9,6-7-9,1-8-0
4340,1/28/2021,0-0–5,9-5-7,0-9-3
4341,1/29/2021,8-8-2,4-5-2,0-9-2
4342,1/30/2021,0-6-6,4-0-1,0-6-3
4343,1/31/2021,7-3-0,1-3-5,9-7-1
4344,FEBRUARY,2PM,5PM,9PM
4345,2/1/2021,4-4-6,1-4-2,5-4-0
4346,2/2/2021,3-6-3,4-9-1,7-8-0
4347,2/3/2021,6-7-4,8-6-7,0-4-8
4348,2/4/2021,3-9-0,0-9-6,2-9-5
4349,2/5/2021,7-7-8,3-9-7,9-7-7
4350,2/6/2021,9-7-5,0-2-7,8-5-4
4351,2/7/2021,7-4-4,6-3-3,5-9-9
4352,2/8/2021,4-5-4,0-8-8,6-0-1
4353,2/9/2021,9-0-7,1-8-9,7-7-2
4354,2/10/2021,2-0-1,7-4-0,1-0-9
4355,2/11/2021,1-2-0,1-9-8,6-0-5
4356,2/12/2021,4-8-6,7-5-6,8-8-7
4357,2/13/2021,8-1-6,2-5-3,9-3-3
4358,2/14/2021,8-4-2,7-7-3,5-9-7
4359,2/15/2021,2-4-1,1-6-6,3-2-4
4360,2/16/2021,8-2-0,5-8-8,1-0-7
4361,2/17/2021,8-8-5,5-8-8,8-0-0
4362,2/18/2021,0-4-9,6-8-5,2-5-1
4363,2/19/2021,5-6-3,3-0-8,4-4-6
4364,2/20/2021,2-4-6,9-2-8,9-3-7
4365,2/21/2021,3-2-3,6-6-0,5-3-2
4366,2/22/2021,3-6-0,6-4-8,8-4-2
4367,2/23/2021,4-1-4,8-6-3,7-0-6
4368,2/24/2021,1-1-7,8-3-4,3-7-3
4369,2/25/2021,4-9-4,1-4-4,6-4-4
4370,2/26/2021,9-0-4,9-1-8,3-2-2
4371,2/27/2021,9-7-7,0-4-7,8-0-7
4372,2/28/2021,6-7-9,8-2-8,7-8-0
4373,MARCH,2PM,5PM,9PM
4374,3/1/2021,2-9-3,3-6-0,1-0-7
4375,3/2/2021,2-5-3,9-9-5,1-1-3
4376,3/3/2021,8-5-0,6-9-5,3-1-0
4377,3/4/2021,3-6-7,6-2-1,8-1-3
4378,3/5/2021,2-3-5,4-5-7,0-8-9
4379,3/6/2021,8-0-7,2-5-9,0-7-9
4380,3/7/2021,0-0-8,0-4-5,1-9-7
4381,3/8/2021,3-4-2,2-5-1,6-8-1
4382,3/9/2021,1-2-4,9-1-8,3-6-3
4383,3/10/2021,8-5-4,9-3-0,6-0-7
4384,3/11/2021,9-2-0,9-6-2,8-1-1
4385,3/12/2021,0-8-5,6-5-9,9-9-6
4386,3/13/2021,6-7-6,4-9-6,4-4-2
4387,3/14/2021,4-8-7,0-9-5,1-2-6
4388,3/15/2021,3-5-6,4-6-2,9-5-0
4389,3/16/2021,2-6-1,1-9-6,2-7-4
4390,3/17/2021,3-3-9,6-9-3,5-8-4
4391,3/18/2021,6-5-7,3-3-6,9-5-2
4392,3/19/2021,6-8-3,6-0-6,5-3-0
4393,3/20/2021,0-4-4,3-7-7,6-3-1
4394,3/21/2021,4-3-8,7-8-2,7-9-0
4395,3/22/2021,6-8-9,5-6-1,1-3-4
4396,3/23/2021,3-4-0,4-0-4,5-6-0
4397,3/24/2021,4-3-8,4-5-3,3-7-0
4398,3/25/2021,9-6-8,4-0-6,4-6-1
4399,3/26/2021,2-4-5,2-0-0,9-1-3
4400,3/27/2021,3-2-1,4-6-3,7-8-8
4401,3/28/2021,3-3-8,7-2-7,0-9-4
4402,3/29/2021,9-1-5,9-3-4,9-9-4
4403,3/30/2021,7-9-7,4-1-2,9-3-9
4404,3/31/2021,9-9-8,2-3-1,8-8-6
4405,4/1/2021,N/D,N/D,N/D
4406,4/2/2021,N/D,N/D,N/D
4407,4/3/2021,N/D,N/D,N/D
4408,4/4/2021,N/D,N/D,N/D
4409,4/5/2021,7-7-8,8-4-7,3-2-3
4410,4/6/2021,3-3-5,7-7-2,6-5-0
4411,4/7/2021,4-0-5,1-9-7,1-5-5
4412,4/8/2021,6-9-3,7-8-7,8-1-6
4413,4/9/2021,4-0-7,4-9-8,1-9-8
4414,4/10/2021,7-6-8,5-5-0,1-6-8
4415,4/11/2021,0-6-5,5-5-5,3-4-0
4416,4/12/2021,9-5-9,7-2-9,3-6-8
4417,4/13/2021,2-4-8,7-6-4,4-7-1
4418,4/14/2021,7-2-7,0-8-1,3-9-2
4419,4/15/2021,3-8-9,8-1-8,5-4-6
4420,4/16/2021,2-1-7,6-0-8,0-9-7
4421,4/17/2021,1-9-0,9-4-4,1-1-6
4422,4/18/2021,7-4-4,1-6-3,9-7-6
4423,4/19/2021,4-7-8,8-9-9,4-0-8
4424,4/20/2021,3-1-7,4-4-3,6-0-1
4425,4/21/2021,0-6-0,3-1-8,1-4-5
4426,4/22/2021,6-9-6,4-2-2,1-1-7
4427,4/23/2021,5-5-7,8-3-9,8-6-3
4428,4/24/2021,3-3-1,3-5-2,8-8-7
4429,4/25/2021,2-7-6,7-0-3,0-5-0
4430,4/26/2021,2-8-1,3-1-1,8-0-8
4431,4/27/2021,8-6-3,0-0-9,2-5-5
4432,4/28/2021,8-2-7,1-4-4,0-0-1
4433,4/29/2021,2-1-5,7-0-5,9-2-6
4434,4/30/2021,3-1-4,1-2-5,3-7-8
4435,5/1/2021,7-8-8,8-4-4,4-0-3
4436,5/2/2021,4-1-9,8-6-3,0-5-2
4437,5/3/2021,2-6-0,9-9-2,2-5-9
4438,5/4/2021,4-4-4,9-7-1,3-0-8
4439,5/5/2021,7-6-2,4-9-3,7-8-9
4440,5/6/2021,1-0-3,0-6-2,4-1-7
4441,5/7/2021,7-6-2,0-3-5,6-3-5
4442,5/8/2021,3-4-6,8-0-7,1-4-8
4443,5/9/2021,0-8-7,3-2-3,3-8-0
4444,5/10/2021,8-0-9,9-2-5,3-7-3
4445,5/11/2021,3-7-7,5-6-3,5-3-6
4446,5/12/2021,2-6-4,2-8-2,8-8-1
4447,5/13/2021,7-0-3,2-9-3,2-3-6
4448,5/14/2021,2-3-5,0-4-8,0-6-6
4449,5/15/2021,9-0-1,7-3-3,6-3-7
4450,5/16/2021,2-6-6,4-3-4,1-1-6
4451,5/17/2021,3-8-0,8-2-0,2-4-4
4452,5/18/2021,7-8-6,4-0-4,3-7-4
4453,5/19/2021,1-9-7,3-8-5,5-9-2
4454,5/20/2021,6-9-6,7-2-8,5-6-4
4455,5/21/2021,1-6-5,6-2-2,2-0-9
4456,5/22/2021,2-4-8,9-4-9,0-5-4
4457,5/23/2021,1-4-9,5-6-7,1-7-9
4458,5/24/2021,1-4-7,6-3-8,1-5-3
4459,5/25/2021,6-6-9,6-6-6,1-9-8
4460,5/26/2021,3-5-7,4-9-7,7-1-4
4461,5/27/2021,8-0-6,9-9-0,1-4-2
4462,5/28/2021,3-7-8,8-2-7,3-0-5
4463,5/29/2021,9-3-3,0-5-8,0-6-7
4464,5/30/2021,5-9-3,5-9-1,3-2-5
4465,5/31/2021,5-1-3,2-8-6,5-8-8
4466,6/1/2021,3-6-2,0-1-1,7-7-8
4467,6/2/2021,7-1-2,9-8-5,4-2-5
4468,6/3/2021,1-2-8,1-4-4,8-4-0
4469,6/4/2021,8-8-3,1-9-9,8-4-5
4470,6/5/2021,9-9-2,3-4-6,0-5-5
4471,6/6/2021,7-9-3,8-1-6,6-3-7
4472,6/7/2021,2-3-1,5-5-1,7-5-4
4473,6/8/2021,7-9-4,2-4-9,4-3-0
4474,6/9/2021,1-4-3,9-0-3,8-6-8
4475,6/10/2021,0-0-3,2-2-3,4-6-6
4476,6/11/2021,1-4-4,3-7-5,1-8-2
4477,6/12/2021,7-9-3,6-9-9,4-7-7
4478,6/13/2021,2-0-9,0-7-7,7-6-1
4479,6/14/2021,3-9-5,6-5-4,7-5-2
4480,6/15/2021,7-7-8,0-4-9,8-2-3
4481,6/16/2021,4-2-5,9-0-3,0-5-8
4482,6/17/2021,2-1-1,0-8-2,7-5-0
4483,6/18/2021,6-1-7,8-0-0,7-7-6
4484,6/19/2021,3-2-4,3-8-1,1-0-8
4485,6/20/2021,5-0-1,6-4-7,4-3-9
4486,6/21/2021,8-6-7,2-5-5,2-9-6
4487,6/22/2021,6-0-0,8-1-5,1-9-3
4488,6/23/2021,8-6-3,6-3-6,2-5-8
4489,6/24/2021,3-2-6,0-4-6,3-8-7
4490,6/25/2021,9-2-1,6-3-7,1-7-2
4491,6/26/2021,4-6-6,1-2-0,3-7-3
4492,6/27/2021,7-8-8,8-9-2,4-6-9
4493,6/28/2021,0-0-9,4-4-4,4-0-9
4494,6/29/2021,5-7-5,6-4-7,8-9-5
4495,6/30/2021,6-0-2,4-7-2,6-6-4
4496,7/1/2021,1-6-7,7-1-8,6-4-8
4497,7/2/2021,1-1-7,3-2-5,4-1-7
4498,7/3/2021,2-7-8,5-0-0,4-7-4
4499,7/4/2021,8-8-4,9-7-3,9-6-7
4500,7/5/2021,6-0-9,7-5-5,5-7-2
4501,7/6/2021,8-2-1,0-6-8,8-0-7
4502,7/7/2021,0-0-3,8-7-0,4-9-1
4503,7/8/2021,2-8-9,6-3-6,2-8-5
4504,7/9/2021,4-3-0,9-3-9,4-6-4
4505,7/10/2021,2-3-7,1-5-5,4-9-1
4506,7/11/2021,6-6-9,8-6-1,2-4-5
4507,7/12/2021,4-5-6,7-5-0,7-9-2
4508,7/13/2021,7-8-5,3-4-3,7-2-9
4509,7/14/2021,4-8-7,5-1-7,9-4-2
4510,7/15/2021,3-0-6,6-2-8,9-5-1
4511,7/16/2021,6-6-2,4-5-6,1-4-4
4512,7/17/2021,4-3-6,3-6-9,2-1-1
4513,7/18/2021,8-0-8,3-6-1,9-4-9
4514,7/19/2021,7-2-2,5-0-7,8-0-7
4515,7/20/2021,9-1-2,7-3-8,9-7-2
4516,7/21/2021,8-7-9,0-6-5,8-0-1
4517,7/22/2021 ,4-0-9,8-3-6,2-2-3
4518,7/23/2021,7-5-8,4-8-1,8-3-0
4519,7/24/2021,4-8-8,5-5-1,6-2-9
4520,7/25/2021,9-0-1,0-1-0,2-9-5
4521,7/26/2021,6-5-1,2-3-6,9-5-2
4522,7/27/2021,2-4-8,7-6-0,1-1-7
4523,7/28/2021,1-2-8,1-3-8,8-5-5
4524,7/29/2021,6-4-8,7-9-7,6-1-1
4525,7/30/2021,1-5-6,0-5-7,0-1-5
4526,7/31/2021,4-3-3,7-2-1,1-1-2
4527,8/1/2021,1-1-6,5-1-5,3-4-6
4528,8/2/2021,7-0-3,3-7-8,1-5-2
4529,8/3/2021,3-1-4,6-4-4,0-3-3
4530,8/4/2021,9-1-4,3-3-7,0-5-5
4531,8/5/2021,1-3-1,8-3-6,4-3-1
4532,8/6/2021,0-6-8,0-3-2,0-4-0
4533,8/7/2021,4-1-8,0-3-5,7-0-7
4534,8/8/2021,4-3-8,8-7-2,5-3-1
4535,8/9/2021,9-5-0,0-2-5,7-1-2
4536,8/10/2021,2-4-0,7-4-9,0-5-1
4537,8/11/2021,8-6-2,2-4-6,0-7-5
4538,8/12/2021,1-9-4,1-1-9,3-0-2
4539,8/13/2021,2-9-4,2-9-1,3-8-2
4540,8/14/2021,5-3-1,6-0-9,3-6-4
4541,8/15/2021,0-2-1,0-9-4,3-8-3
4542,8/16/2021,8-7-9,5-9-9,8-2-4
4543,8/17/2021,6-0-6,6-1-1,3-6-0
4544,8/18/2021,6-9-6,2-3-9,3-9-1
4545,8/19/2021,6-3-6,0-5-4,1-0-8
4546,8/20/2021,3-8-6,7-1-5,3-8-8
4547,8/21/2021,6-1-2,9-0-8,2-7-5
4548,8/22/2021,6-3-3,5-7-1,3-7-7
4549,8/23/2021,6-0-8,9-4-8,5-1-1
4550,8/24/2021,4-9-6,5-4-4,9-5-5
4551,8/25/2021,4-8-4,6-9-3,7-0-7
4552,8/26/2021,1-2-5,7-3-5,4-7-9
4553,8/27/2021,4-7-4,2-2-2,5-6-7
4554,8/28/2021,8-6-8,2-5-1,2-2-2
4555,8/29/2021,8-2-1,0-7-2,1-4-6
4556,8/30/2021,6-1-5,4-4-6,2-9-5
4557,8/31/2021,6-7-5,5-3-0,5-4-5
4558,9/01/2021,2-5-6,4-8-4,9-4-8
4559,9/02/2021,3-6-9,9-9-9,8-4-7
4560,9/03/2021,7-5-2,1-3-4,2-2-9
4561,9/04/2021,4-3-1,4-1-5,2-6-4
4562,9/05/2021,0-1-6,1-7-9,7-9-5
4563,9/06/2021,7-0-0,0-7-5,3-6-2
4564,9/07/2021,1-6-1,7-1-8,6-2-4
4565,9/08/2021,9-3-8,2-9-5,0-3-2
4566,9/09/2021,9-0-2,2-6-7,8-7-5
4567,9/10/2021,1-2-1,6-0-4,5-5-3
4568,9/11/2021,5-1-0,2-0-0,2-0-3
4569,9/12/2021,8-4-3,7-9-9,8-6-9
4570,9/13/2021,6-1-8,5-5-6,0-1-6
4571,9/14/2021,2-7-2,5-8-9,2-4-4
4572,9/15/2021,4-2-8,9-7-7,0-9-3
4573,9/16/2021,1-6-6,7-6-9,6-8-5
4574,9/17/ 2021,1-2-8,4-9-4,5-0-9
4575,9/18/2021,3-6-4,1-7-7,0-9-2
4576,9/19/2021,1-4-3,1-7-9,9-0-9
4577,9/20/2021,6-0-6,8-8-3,4-6-1
4578,9/21/2021,3-1-8,5-3-3,3-6-9
4579,9/22/2021,5-0-9,2-7-1,8-0-0
4580,9/23/2021,6-0-3,1-1-5,1-4-9
4581,9/24/2021,3-7-1,3-9-5,7-4-1
4582,9/25/2021,6-0-8,2-6-5,9-2-9
4583,9/26/2021,0-6-9,2-8-4,5-9-7
4584,9/27/2021,7-8-1,3-8-4,7-3-3
4585,9/28/2021,6-0-1,2-8-2,9-2-4
4586,9/29/2021,7-7-3,9-3-3,1-3-8
4587,9/30/2021,6-7-2,9-6-1,2-6-2
4588,10/1/2021,1-1-8,9-5-4,3-4-0
4589,10/2/2021,3-9-8,6-5-5,6-4-7
4590,10/3/2021,7-2-9,5-1-9,0-6-2
4591,10/4/2021,3-6-9,6-0-0,3-3-5
4592,10/5/2021,9-3-8,1-6-1,3-5-9
4593,10/6/2021,8-2-9,2-5-8,7-9-3
4594,10/7/2021,9-2-2,2-4-8,1-6-5
4595,10/8/2021,4-3-9,3-4-0,0-4-0
4596,10/9/2021,4-1-6,3-3-2,7-8-9
4597,10/10/2021,6-9-9,2-0-0,5-6-2
4598,10/11/2021,2-9-1,7-0-7,4-2-6
4599,10/12/2021,8-3-4,3-4-9,7-9-0
4600,10/13/2021,5-2-1,6-0-4,0-9-5
4601,10/14/2021,0-7-4,3-1-1,8-1-3
4602,10/15/2021,1-6-4,4-8-4,8-8-5
4603,10/16/2021,9-3-5,7-9-4,3-4-1
4604,10/17/2021,0-3-0,5-3-1,4-1-4
4605,10/18/2021,8-3-5,9-8-5,8-6-5
4606,10/19/2021,4-8-4,5-2-3,7-8-7
4607,10/20/2021,0-2-8,4-9-6,4-4-5
4608,10/21/2021,7-9-4,4-2-3,6-2-3
4609,10/22/2021,8-2-9,3-8-8,8-9-9
4610,10/23/2021,5-1-6,7-8-4,9-5-8
4611,10/24/2021,4-4-0,8-0-3,1-2-9
4612,10/25/2021,2-0-6,8-1-0,1-0-2
4613,10/26/2021,3-5-6,9-1-2,0-4-3
4614,10/27/2021,7-3-5,0-8-1,0-6-6
4615,10/28/2021,5-0-9,7-7-1,6-4-7
4616,10/29/2021,8-4-9,2-3-0,0-6-7
4617,10/30/2021,9-5-9,8-4-9,7-7-6
4618,10/31/2021,0-1-8,6-4-7,8-0-3
4619,11/1/2021,4-0-2,8-1-7,9-5-0
4620,11/2/2021,9-7-1,8-4-9,9-3-4
4621,11/3/2021,9-1-4,2-5-9,7-7-1
4622,11/4/2021,9-0-1,3-9-9,7-3-4
4623,11/5/2021,6-9-5,8-1-3,2-7-9
4624,11/6/2021,3-3-7,9-6-0,2-7-7
4625,11/7/2021,2-6-0,4-6-1,4-5-2
4626,11/8/2021,5-2-7,6-7-7,1-4-3
4627,11/9/2021,3-9-9,1-3-8,9-4-0
4628,11/10/2021,1-9-0,9-3-9,4-2-3
4629,11/11/2021,2-9-3,7-8-9,2-8-8
4630,11/12/2021,1-6-2,9-0-1,6-6-6
4631,11/13/2021,0-6-1,6-7-8,6-2-5
4632,11/14/2021,0-5-8,6-1-7,5-5-4
4633,11/15/2021,3-9-1,9-1-0,3-1-7
4634,11/16/2021,7-0-9,2-6-7,0-9-5
4635,11/17/2021,1-1-7,3-4-3,0-5-0
4636,11/18/2021,9-6-6,6-5-7,7-7-1
4637,11/19/2021,3-0-0,8-8-2,3-4-6
4638,11/20/2021,4-3-8,2-2-9,9-6-9
4639,11/21/2021,7-2-9,6-0-0,8-9-8
4640,11/22/2021,6-3-4,8-1-7,4-5-0
4641,11/23/2021,8-8-0,7-5-0,6-9-8
4642,11/24/2021,8-8-9,0-9-3,3-9-7
4643,11/25/2021,7-0-5,5-5-3,2-8-5
4644,11/26/2021,6-5-0,3-4-5,9-2-2
4645,11/27/2021,1-9-8,6-4-7,0-6-8
4646,11/28/2021,2-8-2,2-9-5,1-6-9
4647,11/29/2021,1-2-9,7-3-0,3-7-4
4648,11/30/2021,9-5-7,8-4-0,7-4-2
4649,12/01/2021,3-8-2,1-1-3,3-8-7
4650,12/2/2021,8-3-0,1-1-9,9-3-6
4651,12/3/2021,5-9-0,0-8-1,1-4-1
4652,12/4/2021,1-8-8,2-3-3,1-8-7
4653,12/5/2021,5-3-7,6-6-2,2-6-6
4654,12/6/2021,0-1-1,7-1-2,1-5-1
4655,12/7/2021,6-3-0,0-2-5,3-7-7
4656,12/8/2021,6-3-3,1-5-9,6-6-3
4657,12/9/2021,2-1-7,9-4-3,6-1-3
4658,12/10/2021,1-3-5,5-3-8,5-8-3
4659,12/11/2021,4-1-7,4-1-4,1-4-7
4660,12/12/2021,8-6-4,1-8-0,4-1-3
4661,12/13/2021,7-2-2,8-8-4,9-4-5
4662,12/14/2021,3-8-1,3-0-1,6-2-6
4663,12/15/2021,7-1-4,9-0-7,3-4-2
4664,12/16/2021,3-3-3,4-4-8,6-7-8
4665,12/17/2021,6-7-8,4-3-0,1-6-2
4666,12/18/2021,2-9-0,0-7-0,2-5-1
4667,12/19/2021,2-5-9,7-4-4,7-1-6
4668,12/20/2021,2-1-8,3-0-6,3-1-7
4669,12/21/2021,8-2-5,8-5-9,1-0-9
4670,12/22/2021,4-4-5,9-0-2,2-8-8
4671,12/23/2021,6-7-5,9-0-6,1-8-0
4672,12/24/2021,5-8-9,8-3-0,4-5-0
4673,12/25/2021,N/D,N/D,N/D
4674,12/26/2021,0-3-0,6-2-5,8-5-5
4675,12/27/2021,5-1-2,3-0-8,5-5-2
4676,12/28/2021,5-6-6,4-9-1,4-8-8
4677,12/29/2021,1-6-9,3-9-4,5-1-9
4678,12/30/2021,1-2-3,8-9-7,2-7-8
4679,12/30/2021,3-0-3,5-7-0,5-1-6
4680,"Dec 31, 2022",1-5-2,4-0-3,3-5-9
4681,"Dec 30, 2022",4-0-0,4-5-0,7-7-9
